[2018-11-16 13:23:15,970] INFO  Enter TestBase setUp
[2018-11-16 14:20:39,558] INFO  Starting Process with -  C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 14:20:39,558] INFO  Path = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 14:20:39,574] INFO  Process started - C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 14:20:39,574] INFO  Exit TestBase setUp
[2018-11-16 14:20:39,579] INFO  Enter testSampleNetworkTunnelTest()
[2018-11-16 14:20:39,580] INFO  Loading Local App = http://192.168.1.4
[2018-11-16 14:20:39,580] INFO  XPATH Query = //*[contains(text(),'Hello')]
[2018-11-16 14:20:57,515] INFO  Expected = Hello World!; Actual = Hello World!
[2018-11-16 14:20:57,515] INFO  Exit testSampleNetworkTunnelTest()
[2018-11-16 14:20:57,515] INFO  Enter tearDown()
[2018-11-16 14:20:57,517] INFO  destroying network tunnel process
[2018-11-16 15:37:04,987] INFO  Enter TestBase setUp
[2018-11-16 15:37:04,993] INFO  Enter TestBase setUp
[2018-11-16 15:37:04,996] INFO  Enter loadInitProperties() ...
[2018-11-16 15:37:05,001] INFO  --------- List Of Properties ---------
[2018-11-16 15:37:05,070] INFO  Key = local.app.loadtimeout ; Value = 100
[2018-11-16 15:37:05,070] INFO  Key = seetest.network.tunnelpath ; Value = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 15:37:05,070] INFO  Key = xpath.query ; Value = //*[contains(text(),'Hello')]
[2018-11-16 15:37:05,071] INFO  Key = expected.value ; Value = Hello World!
[2018-11-16 15:37:05,071] INFO  Key = ios.app.name ; Value = com.experitest.ExperiBank
[2018-11-16 15:37:05,071] INFO  Key = local.app.url ; Value = http://192.168.1.4
[2018-11-16 15:37:05,071] INFO  Key = android.app.name ; Value = com.experitest.ExperiBank/.LoginActivity
[2018-11-16 15:37:05,071] INFO  Key = seetest.cloud.url ; Value = https://cloud.seetest.io:443/wd/hub
[2018-11-16 15:37:05,071] INFO  --------- END ---------
[2018-11-16 15:37:05,071] INFO  Exit loadInitProperties() ...
[2018-11-16 15:37:05,071] INFO  Setting up Desired Capabilities
[2018-11-16 15:37:05,092] INFO  Device Query = @os='android'
[2018-11-16 15:37:05,092] INFO  Desired Capabilities setup complete
[2018-11-16 15:37:36,988] INFO  Enter startNetworkTunnel() ...
[2018-11-16 15:37:36,989] INFO  Starting Process with -  C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 15:37:36,989] INFO  Path = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 15:37:37,042] INFO  Process started - C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 15:37:37,042] INFO  Exit TestBase setUp
[2018-11-16 15:37:37,055] INFO  Enter testSampleNetworkTunnelTest()
[2018-11-16 15:37:37,057] INFO  Loading Local App = http://192.168.1.4
[2018-11-16 15:37:37,058] INFO  XPATH Query = //*[contains(text(),'Hello')]
[2018-11-16 15:39:42,539] INFO  Enter tearDown()
[2018-11-16 15:39:42,539] INFO  destroying network tunnel process
[2018-11-16 16:03:56,196] INFO  Enter TestBase setUp
[2018-11-16 16:03:56,199] INFO  Enter TestBase setUp
[2018-11-16 16:03:56,201] INFO  Enter loadInitProperties() ...
[2018-11-16 16:03:56,205] INFO  --------- List Of Properties ---------
[2018-11-16 16:03:56,266] INFO  Key = seetest.network.tunnelpath ; Value = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:03:56,266] INFO  Key = tunnel_wait_time ; Value = 60000
[2018-11-16 16:03:56,267] INFO  Key = xpath.query ; Value = //*[contains(text(),'Hello')]
[2018-11-16 16:03:56,267] INFO  Key = expected.value ; Value = Hello World!
[2018-11-16 16:03:56,267] INFO  Key = ios.app.name ; Value = com.experitest.ExperiBank
[2018-11-16 16:03:56,267] INFO  Key = local.app.url ; Value = http://192.168.1.4
[2018-11-16 16:03:56,267] INFO  Key = android.app.name ; Value = com.experitest.ExperiBank/.LoginActivity
[2018-11-16 16:03:56,267] INFO  Key = seetest.cloud.url ; Value = https://cloud.seetest.io:443/wd/hub
[2018-11-16 16:03:56,267] INFO  --------- END ---------
[2018-11-16 16:03:56,267] INFO  Exit loadInitProperties() ...
[2018-11-16 16:03:56,267] INFO  Setting up Desired Capabilities
[2018-11-16 16:03:56,307] INFO  Device Query = @os='android'
[2018-11-16 16:03:56,311] INFO  Desired Capabilities setup complete
[2018-11-16 16:04:28,203] INFO  Enter startNetworkTunnel() ...
[2018-11-16 16:04:28,207] INFO  Starting Process with -  C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 16:04:28,207] INFO  Path = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:04:28,256] INFO  Process started - C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 16:04:28,257] INFO  Exit TestBase setUp
[2018-11-16 16:04:28,272] INFO  Enter testSampleNetworkTunnelTest()
[2018-11-16 16:04:28,275] INFO  Loading Local App = http://192.168.1.4
[2018-11-16 16:04:28,275] INFO  XPATH Query = //*[contains(text(),'Hello')]
[2018-11-16 16:05:32,751] INFO  Expected = Hello World!; Actual = Hello World!
[2018-11-16 16:05:32,751] INFO  Exit testSampleNetworkTunnelTest()
[2018-11-16 16:05:32,755] INFO  Enter tearDown()
[2018-11-16 16:05:32,755] INFO  destroying network tunnel process
[2018-11-16 16:21:56,814] INFO  Enter TestBase setUp
[2018-11-16 16:21:56,818] INFO  Enter startNetworkTunnel() ...
[2018-11-16 16:23:23,450] INFO  Enter TestBase setUp
[2018-11-16 16:23:23,457] INFO  Enter loadInitProperties() ...
[2018-11-16 16:23:23,459] INFO  --------- List Of Properties ---------
[2018-11-16 16:23:23,525] INFO  Key = seetest.network.tunnelpath ; Value = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:23:23,525] INFO  Key = tunnel_wait_time ; Value = 120000
[2018-11-16 16:23:23,525] INFO  Key = xpath.query ; Value = //*[contains(text(),'Hello')]
[2018-11-16 16:23:23,525] INFO  Key = expected.value ; Value = Hello World!
[2018-11-16 16:23:23,525] INFO  Key = ios.app.name ; Value = com.experitest.ExperiBank
[2018-11-16 16:23:23,525] INFO  Key = local.app.url ; Value = http://192.168.1.4
[2018-11-16 16:23:23,525] INFO  Key = android.app.name ; Value = com.experitest.ExperiBank/.LoginActivity
[2018-11-16 16:23:23,525] INFO  Key = seetest.cloud.url ; Value = https://cloud.seetest.io:443/wd/hub
[2018-11-16 16:23:23,525] INFO  --------- END ---------
[2018-11-16 16:23:23,526] INFO  Exit loadInitProperties() ...
[2018-11-16 16:23:23,526] INFO  Enter startNetworkTunnel() ...
[2018-11-16 16:23:23,526] INFO  Starting Process with -  C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key null
[2018-11-16 16:23:23,527] INFO  Path = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:24:25,904] INFO  Enter TestBase setUp
[2018-11-16 16:24:25,912] INFO  Enter loadInitProperties() ...
[2018-11-16 16:24:25,914] INFO  --------- List Of Properties ---------
[2018-11-16 16:24:25,984] INFO  Key = seetest.network.tunnelpath ; Value = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:24:25,984] INFO  Key = tunnel_wait_time ; Value = 120000
[2018-11-16 16:24:25,984] INFO  Key = xpath.query ; Value = //*[contains(text(),'Hello')]
[2018-11-16 16:24:25,984] INFO  Key = expected.value ; Value = Hello World!
[2018-11-16 16:24:25,984] INFO  Key = ios.app.name ; Value = com.experitest.ExperiBank
[2018-11-16 16:24:25,984] INFO  Key = local.app.url ; Value = http://192.168.1.4
[2018-11-16 16:24:25,985] INFO  Key = android.app.name ; Value = com.experitest.ExperiBank/.LoginActivity
[2018-11-16 16:24:25,985] INFO  Key = seetest.cloud.url ; Value = https://cloud.seetest.io:443/wd/hub
[2018-11-16 16:24:25,985] INFO  --------- END ---------
[2018-11-16 16:24:25,985] INFO  Exit loadInitProperties() ...
[2018-11-16 16:24:25,987] INFO  Enter startNetworkTunnel() ...
[2018-11-16 16:24:25,987] INFO  Starting Process with -  C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 16:24:25,988] INFO  Path = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:24:26,014] INFO  Process started - C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 16:24:26,014] INFO  Enter TestBase setUp
[2018-11-16 16:24:26,014] INFO  Setting up Desired Capabilities
[2018-11-16 16:24:26,032] INFO  Device Query = @os='android'
[2018-11-16 16:24:26,032] INFO  Desired Capabilities setup complete
[2018-11-16 16:24:59,191] INFO  Exit TestBase setUp
[2018-11-16 16:24:59,197] INFO  Enter testSampleNetworkTunnelTest()
[2018-11-16 16:24:59,197] INFO  Loading Local App = http://192.168.1.4
[2018-11-16 16:24:59,197] INFO  XPATH Query = //*[contains(text(),'Hello')]
[2018-11-16 16:25:03,043] INFO  Expected = Hello World!; Actual = Hello World!
[2018-11-16 16:25:03,045] INFO  Exit testSampleNetworkTunnelTest()
[2018-11-16 16:25:03,049] INFO  Enter tearDown()
[2018-11-16 16:25:03,049] INFO  destroying network tunnel process
[2018-11-16 16:29:09,595] INFO  Enter TestBase setUp
[2018-11-16 16:29:09,599] INFO  Enter loadInitProperties() ...
[2018-11-16 16:29:09,600] INFO  --------- List Of Properties ---------
[2018-11-16 16:29:09,665] INFO  Key = seetest.network.tunnelpath ; Value = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:29:09,665] INFO  Key = tunnel_wait_time ; Value = 120000
[2018-11-16 16:29:09,665] INFO  Key = xpath.query ; Value = //*[contains(text(),'Hello')]
[2018-11-16 16:29:09,665] INFO  Key = expected.value ; Value = Hello World!
[2018-11-16 16:29:09,665] INFO  Key = ios.app.name ; Value = com.experitest.ExperiBank
[2018-11-16 16:29:09,665] INFO  Key = local.app.url ; Value = http://192.168.1.4
[2018-11-16 16:29:09,665] INFO  Key = android.app.name ; Value = com.experitest.ExperiBank/.LoginActivity
[2018-11-16 16:29:09,665] INFO  Key = seetest.cloud.url ; Value = https://cloud.seetest.io:443/wd/hub
[2018-11-16 16:29:09,665] INFO  --------- END ---------
[2018-11-16 16:29:09,666] INFO  Exit loadInitProperties() ...
[2018-11-16 16:29:09,667] INFO  Enter startNetworkTunnel() ...
[2018-11-16 16:29:09,667] INFO  Starting Process with -  C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 16:29:09,668] INFO  Path = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:29:09,690] INFO  Process started - C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 16:29:09,690] INFO  Enter TestBase setUp
[2018-11-16 16:29:09,690] INFO  Setting up Desired Capabilities
[2018-11-16 16:29:09,720] INFO  Device Query = @os='android'
[2018-11-16 16:29:09,720] INFO  Desired Capabilities setup complete
[2018-11-16 16:29:42,944] INFO  Exit TestBase setUp
[2018-11-16 16:29:42,952] INFO  Enter testSampleNetworkTunnelTest()
[2018-11-16 16:29:42,952] INFO  Loading Local App = http://192.168.1.4
[2018-11-16 16:29:42,952] INFO  XPATH Query = //*[contains(text(),'Hello')]
[2018-11-16 16:29:46,605] INFO  Expected = Hello World!; Actual = Hello World!
[2018-11-16 16:29:46,607] INFO  Exit testSampleNetworkTunnelTest()
[2018-11-16 16:29:46,608] INFO  Enter tearDown()
[2018-11-16 16:29:46,608] INFO  destroying network tunnel process
[2018-11-16 16:34:51,095] INFO  Enter TestBase setUp
[2018-11-16 16:34:51,098] INFO  Enter loadInitProperties() ...
[2018-11-16 16:34:51,099] INFO  --------- List Of Properties ---------
[2018-11-16 16:34:51,167] INFO  Key = seetest.network.tunnelpath ; Value = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:34:51,167] INFO  Key = tunnel_wait_time ; Value = 120000
[2018-11-16 16:34:51,167] INFO  Key = xpath.query ; Value = //*[contains(text(),'Hello')]
[2018-11-16 16:34:51,167] INFO  Key = expected.value ; Value = Hello World!
[2018-11-16 16:34:51,167] INFO  Key = ios.app.name ; Value = com.experitest.ExperiBank
[2018-11-16 16:34:51,167] INFO  Key = local.app.url ; Value = http://192.168.1.4
[2018-11-16 16:34:51,168] INFO  Key = android.app.name ; Value = com.experitest.ExperiBank/.LoginActivity
[2018-11-16 16:34:51,168] INFO  Key = seetest.cloud.url ; Value = https://cloud.seetest.io:443/wd/hub
[2018-11-16 16:34:51,168] INFO  --------- END ---------
[2018-11-16 16:34:51,168] INFO  Exit loadInitProperties() ...
[2018-11-16 16:34:51,169] INFO  Enter startNetworkTunnel() ...
[2018-11-16 16:34:51,170] INFO  Starting Process with -  C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 16:34:51,170] INFO  Path = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:34:51,204] INFO  Process started - C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 16:34:51,204] INFO  Enter TestBase setUp
[2018-11-16 16:34:51,204] INFO  Setting up Desired Capabilities
[2018-11-16 16:34:51,226] INFO  Device Query = @os='android'
[2018-11-16 16:34:51,226] INFO  Desired Capabilities setup complete
[2018-11-16 16:35:21,313] INFO  Exit TestBase setUp
[2018-11-16 16:35:21,333] INFO  Enter testSampleNetworkTunnelTest()
[2018-11-16 16:35:21,334] INFO  Loading Local App = http://192.168.1.4
[2018-11-16 16:35:21,334] INFO  XPATH Query = //*[contains(text(),'Hello')]
[2018-11-16 16:35:24,601] INFO  Expected = Hello World!; Actual = Hello World!
[2018-11-16 16:35:24,604] INFO  Exit testSampleNetworkTunnelTest()
[2018-11-16 16:35:24,611] INFO  Enter tearDown()
[2018-11-16 16:35:24,612] INFO  destroying network tunnel process
[2018-11-16 16:57:17,342] INFO  Enter TestBase setUp
[2018-11-16 16:57:17,345] INFO  Enter loadInitProperties() ...
[2018-11-16 16:57:17,346] INFO  --------- List Of Properties ---------
[2018-11-16 16:57:17,411] INFO  Key = xpath.query ; Value = //*[contains(text(),'Hello')]
[2018-11-16 16:57:17,411] INFO  Key = local.app.url ; Value = http://192.168.1.4
[2018-11-16 16:57:17,411] INFO  Key = ios.app.name ; Value = com.experitest.ExperiBank
[2018-11-16 16:57:17,411] INFO  Key = seetest.network.tunnelpath ; Value = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:57:17,411] INFO  Key = seetest.network.args ; Value = 
[2018-11-16 16:57:17,411] INFO  Key = tunnel_wait_time ; Value = 120000
[2018-11-16 16:57:17,411] INFO  Key = expected.value ; Value = Hello World!
[2018-11-16 16:57:17,411] INFO  Key = seetest.cloud.url ; Value = https://cloud.seetest.io:443/wd/hub
[2018-11-16 16:57:17,411] INFO  Key = android.app.name ; Value = com.experitest.ExperiBank/.LoginActivity
[2018-11-16 16:57:17,412] INFO  --------- END ---------
[2018-11-16 16:57:17,412] INFO  Exit loadInitProperties() ...
[2018-11-16 16:57:17,413] INFO  Enter startNetworkTunnel() ...
[2018-11-16 16:57:17,413] INFO  Starting Process with -  C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 16:57:17,413] INFO  Path = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 16:57:17,429] INFO  Process started - C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 16:57:17,429] INFO  Enter TestBase setUp
[2018-11-16 16:57:17,429] INFO  Setting up Desired Capabilities
[2018-11-16 16:57:17,450] INFO  Device Query = @os='android'
[2018-11-16 16:57:17,450] INFO  Desired Capabilities setup complete
[2018-11-16 16:57:51,491] INFO  Driver loaded ..
[2018-11-16 16:57:51,491] INFO  Exit TestBase setUp
[2018-11-16 16:57:51,505] INFO  Enter testSampleNetworkTunnelTest()
[2018-11-16 16:57:51,505] INFO  Loading Local App = http://192.168.1.4
[2018-11-16 16:57:51,506] INFO  XPATH Query = //*[contains(text(),'Hello')]
[2018-11-16 16:57:54,535] INFO  Expected = Hello World!; Actual = Hello World!
[2018-11-16 16:57:54,540] INFO  Exit testSampleNetworkTunnelTest()
[2018-11-16 16:57:54,547] INFO  Enter tearDown()
[2018-11-16 16:57:54,547] INFO  destroying network tunnel process
[2018-11-16 17:37:14,272] INFO  Logging initialized @677ms
[2018-11-16 17:37:14,410] INFO  jetty-9.4.0.M0
[2018-11-16 17:37:14,410] WARN  THIS IS NOT A STABLE RELEASE! DO NOT USE IN PRODUCTION!
[2018-11-16 17:37:14,410] WARN  Download a stable release from http://download.eclipse.org/jetty/
[2018-11-16 17:37:14,917] INFO  Started ServerConnector@6df97b55{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
[2018-11-16 17:37:14,917] INFO  Started @1329ms
[2018-11-16 17:42:36,613] INFO  Logging initialized @619ms
[2018-11-16 17:42:36,714] INFO  jetty-9.4.0.M0
[2018-11-16 17:42:36,714] WARN  THIS IS NOT A STABLE RELEASE! DO NOT USE IN PRODUCTION!
[2018-11-16 17:42:36,714] WARN  Download a stable release from http://download.eclipse.org/jetty/
[2018-11-16 17:42:37,230] INFO  Started ServerConnector@6df97b55{HTTP/1.1,[http/1.1]}{0.0.0.0:80}
[2018-11-16 17:42:37,231] INFO  Started @1249ms
[2018-11-16 17:44:00,283] INFO  Logging initialized @592ms
[2018-11-16 17:44:00,380] INFO  jetty-9.4.0.M0
[2018-11-16 17:44:00,380] WARN  THIS IS NOT A STABLE RELEASE! DO NOT USE IN PRODUCTION!
[2018-11-16 17:44:00,380] WARN  Download a stable release from http://download.eclipse.org/jetty/
[2018-11-16 17:44:00,905] INFO  Started ServerConnector@6df97b55{HTTP/1.1,[http/1.1]}{0.0.0.0:80}
[2018-11-16 17:44:00,905] INFO  Started @1224ms
[2018-11-16 17:50:44,770] INFO  Enter TestBase setUp
[2018-11-16 17:50:44,774] INFO  Enter loadInitProperties() ...
[2018-11-16 17:50:44,775] INFO  --------- List Of Properties ---------
[2018-11-16 17:50:44,853] INFO  Key = xpath.query ; Value = //*[contains(text(),'Hello')]
[2018-11-16 17:50:44,853] INFO  Key = local.app.url ; Value = http://192.168.1.4
[2018-11-16 17:50:44,853] INFO  Key = ios.app.name ; Value = com.experitest.ExperiBank
[2018-11-16 17:50:44,853] INFO  Key = seetest.network.tunnelpath ; Value = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 17:50:44,853] INFO  Key = seetest.network.args ; Value = 
[2018-11-16 17:50:44,854] INFO  Key = tunnel_wait_time ; Value = 120000
[2018-11-16 17:50:44,854] INFO  Key = expected.value ; Value = Hello World!
[2018-11-16 17:50:44,854] INFO  Key = seetest.cloud.url ; Value = https://cloud.seetest.io:443/wd/hub
[2018-11-16 17:50:44,854] INFO  Key = android.app.name ; Value = com.experitest.ExperiBank/.LoginActivity
[2018-11-16 17:50:44,860] INFO  --------- END ---------
[2018-11-16 17:50:44,860] INFO  Exit loadInitProperties() ...
[2018-11-16 17:50:44,862] INFO  Enter startNetworkTunnel() ...
[2018-11-16 17:50:44,862] INFO  Starting Process with -  C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 17:50:44,862] INFO  Path = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 17:50:44,882] INFO  Process started - C:\Users\kishore.kameshwar\Downloads\network-tunnel --url https://cloud.seetest.io/ws-istp --access-key eyJ4cC51IjoyMzIyMjk1LCJ4cC5wIjozLCJ4cC5tIjoiTVRVME1EZ3dOemN6T0RNNU5BIiwiYWxnIjoiSFMyNTYifQ.eyJleHAiOjE4NTYxNjc3MzgsImlzcyI6ImNvbS5leHBlcml0ZXN0In0.vnifvEzvQmT31AqhmX9KD_P-kg2Br9CezcBKFGr_Omk
[2018-11-16 17:50:44,883] INFO  Enter TestBase setUp
[2018-11-16 17:50:44,883] INFO  Setting up Desired Capabilities
[2018-11-16 17:50:44,938] INFO  Device Query = @os='android'
[2018-11-16 17:50:44,938] INFO  Desired Capabilities setup complete
[2018-11-16 17:52:12,644] INFO  Enter TestBase setUp
[2018-11-16 17:52:12,647] INFO  Enter loadInitProperties() ...
[2018-11-16 17:52:12,650] INFO  --------- List Of Properties ---------
[2018-11-16 17:52:12,711] INFO  Key = xpath.query ; Value = //*[contains(text(),'Hello')]
[2018-11-16 17:52:12,712] INFO  Key = local.app.url ; Value = http://192.168.1.4
[2018-11-16 17:52:12,712] INFO  Key = ios.app.name ; Value = com.experitest.ExperiBank
[2018-11-16 17:52:12,712] INFO  Key = seetest.network.tunnelpath ; Value = C:\Users\kishore.kameshwar\Downloads\network-tunnel
[2018-11-16 17:52:12,712] INFO  Key = seetest.network.args ; Value = 
[2018-11-16 17:52:12,712] INFO  Key = tunnel_wait_time ; Value = 120000
[2018-11-16 17:52:12,712] INFO  Key = expected.value ; Value = Hello World!
[2018-11-16 17:52:12,712] INFO  Key = seetest.cloud.url ; Value = https://cloud.seetest.io:443/wd/hub
[2018-11-16 17:52:12,712] INFO  Key = android.app.name ; Value = com.experitest.ExperiBank/.LoginActivity
[2018-11-16 17:52:12,712] INFO  --------- END ---------
[2018-11-16 17:52:12,712] INFO  Exit loadInitProperties() ...
[2018-11-16 17:52:12,773] INFO  Logging initialized @1505ms
[2018-11-16 17:52:12,842] INFO  Enter startNetworkTunnel() ...
